Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles
3-06580-0008,1402 WEST 4 STREET,GRAVESEND,D4    -ELEVATOR,       92,1928,"79,427","      1,335,962",     16.82,"        560,755",7.06,"        775,208","      5,703,000",     71.80,3-06578-0041,1388 WEST 6 STREET,GRAVESEND,D1    -ELEVATOR,       48,1937,"50,400","737,352",     14.63,"356,832",7.08,"380,520","2,936,000",     58.25,0.1,3-06578-0100,1315 WEST 7 STREET,GRAVESEND,D1    -ELEVATOR,       65,1928,"    53,400","898,188",     16.82,"560,166",10.49,"338,022","2,487,000",     46.57,0.15,3-06606-0021,357 AVENUE P,GRAVESEND,D1    -ELEVATOR,       53,1928,"    39,960","745,654",     18.66,"345,254",8.64,"400,399","3,014,000",     75.43,0.32
3-06587-0051,1500 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D4    -ELEVATOR,       72,1940,"72,000","      1,330,560",     18.48,"        496,800",6.90,"        833,760","      6,260,000",     86.94,3-06587-0017,1420 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,       60,1941,"64,200","1,153,032",     17.96,"603,480",9.40,"549,552","4,105,000",     63.94,0.12,3-06614-0064,1665 EAST 7 STREET,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,       42,1940,"    47,280","858,605",     18.16,"344,198",7.28,"514,406","3,848,000",     81.39,0.2,3-06586-0006,414 AVENUE N,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,       53,1929,"    46,500","856,995",     18.43,"445,005",9.57,"411,990","3,093,000",     66.52,0.16
3-06600-0086,1513 WEST 7 STREET,GRAVESEND,C6    -WALK-UP,       16,1927,"11,360","        274,571",     24.17,"        122,461",10.78,"        152,110","      1,190,000",    104.75,3-06600-0065,1563 WEST 7 STREET,GRAVESEND,C1    -WALK-UP,       16,1928,"11,600","184,556",     15.91,"82,360",7.10,"102,196","742,000",     63.97,0.08,3-06600-0078,1535 WEST 7 STREET,GRAVESEND,C1    -WALK-UP,       19,1930,"    11,200","270,704",     24.17,"120,736",10.78,"149,968","1,451,000",    129.55,0.03,3-06600-0073,1543 WEST 7 STREET,GRAVESEND,C1    -WALK-UP,       19,1928,"    11,215","283,403",     25.27,"85,010",7.58,"198,393","1,559,000",    139.01,0.05
3-06604-0049,303 AVENUE P,GRAVESEND,D4    -ELEVATOR,       53,1931,"49,800","        929,268",     18.66,"        325,194",6.53,"        604,074","      4,543,000",     91.22,3-06637-0016,1622 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,       58,1951,"45,350","919,698",     20.28,"425,383",9.38,"494,315","3,773,000",     83.20,0.43,3-06606-0021,357 AVENUE P,GRAVESEND,D1    -ELEVATOR,       53,1928,"    39,960","745,654",     18.66,"345,254",8.64,"400,399","3,014,000",     75.43,0.12,3-06614-0064,1665 EAST 7 STREET,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,       42,1940,"    47,280","858,605",     18.16,"344,198",7.28,"514,406","3,848,000",     81.39,0.56
3-06612-0052,1608 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D4    -ELEVATOR,       40,1957,"35,160","        713,045",     20.28,"        249,636",7.10,"        463,409","      3,539,000",    100.65,3-06587-0027,1440 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,       60,1939,"60,000","1,009,800",     16.83,"445,200",7.42,"564,600","4,155,000",     69.25,0.27,3-06637-0016,1622 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,       58,1951,"    45,350","919,698",     20.28,"425,383",9.38,"494,315","3,773,000",     83.20,0.05,3-06637-0019,1628 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,      124,1928,"   109,200","2,438,436",     22.33,"1,128,036",10.33,"1,310,400","12,424,000",    113.77,0.07
3-06614-0017,1530 EAST 8 STREET,OCEAN PARKWAY-NORTH,D4    -ELEVATOR,       91,1963,"98,417","      2,040,184",     20.73,"        706,634",7.18,"      1,333,550","     10,204,000",    103.68,3-06606-0021,357 AVENUE P,GRAVESEND,D1    -ELEVATOR,       53,1928,"39,960","745,654",     18.66,"345,254",8.64,"400,399","3,014,000",     75.43,0.48,3-06637-0019,1628 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,      124,1928,"   109,200","2,438,436",     22.33,"1,128,036",10.33," 1,310,400","12,424,000",    113.77,0.23,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-06619-0001,80 AVENUE P,GRAVESEND,D4    -ELEVATOR,       83,1936,"90,000","      1,485,900",     16.51,"        445,500",4.95,"      1,040,400","      7,622,000",     84.69,3-06578-0079,1365 WEST 7 STREET,GRAVESEND,D1    -ELEVATOR,       60,1929,"48,600","979,776",     20.16,"558,414",11.49,"421,362","3,211,000",     66.07,0.41,3-06621-0006,1602 WEST 10 STREET,GRAVESEND,D1    -ELEVATOR,       47,1931,"    45,600","752,856",     16.51,"348,384",7.64,"404,472","3,553,000",     77.92,0.11,3-06622-0026,1648 WEST 9 STREET,GRAVESEND,D1    -ELEVATOR,       60,1926,"    51,000","823,140",     16.14,"299,880",5.88,"523,260","3,815,000",     74.80,0.17
3-06620-0001,100 AVENUE P,GRAVESEND,D4    -ELEVATOR,       65,1938,"87,324","      1,441,719",     16.51,"        432,254",4.95,"      1,009,465","      7,396,000",     84.70,3-06606-0021,357 AVENUE P,GRAVESEND,D1    -ELEVATOR,       53,1928,"39,960","745,654",     18.66,"345,254",8.64,"400,399","3,014,000",     75.43,0.56,3-06621-0006,1602 WEST 10 STREET,GRAVESEND,D1    -ELEVATOR,       47,1931,"    45,600","752,856",     16.51,"348,384",7.64,"404,472","3,553,000",     77.92,0.06,3-06622-0026,1648 WEST 9 STREET,GRAVESEND,D1    -ELEVATOR,       60,1926,"    51,000","823,140",     16.14,"299,880",5.88,"523,260","3,815,000",     74.80,0.13
3-06681-0035,367 AVENUE S,OCEAN PARKWAY-SOUTH,D4    -ELEVATOR,      156,1950,"117,884","      2,693,649",     22.85,"        943,072",8.00,"      1,750,577","     13,598,000",    115.35,3-07200-0008,444 AVENUE X,OCEAN PARKWAY-SOUTH,D1    -ELEVATOR,       50,1960,"50,400","1,097,712",     21.78,"461,160",9.15,"636,552","5,129,000",    101.77,0.83,3-07219-0015,2510 OCEAN PARKWAY,OCEAN PARKWAY-SOUTH,D1    -ELEVATOR,       63,1962,"    62,115","1,419,328",     22.85,"656,556",10.57,"762,772","5,922,000",     95.34,0.97,3-07198-0006,410 AVENUE X,OCEAN PARKWAY-SOUTH,D1    -ELEVATOR,       45,1957,"    43,974","1,009,203",     22.95,"484,593",11.02,"524,610","4,079,000",     92.76,0.82
3-06681-0307,1890 EAST 5 STREET,OCEAN PARKWAY-SOUTH,D4    -ELEVATOR,       95,1940,"91,650","      1,542,470",     16.83,"        539,819",5.89,"      1,002,651","      7,380,000",     80.52,3-06681-0389,501 AVENUE R,OCEAN PARKWAY-SOUTH,D1    -ELEVATOR,       30,1935,"25,800","432,666",     16.77,"200,208",7.76,"232,458","1,710,000",     66.28,0.05,3-06587-0027,1440 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,       60,1939,"    60,000","1,009,800",     16.83,"445,200",7.42,"564,600","4,155,000",     69.25,0.63,3-06637-0016,1622 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,       58,1951,"    45,350","919,698",     20.28,"425,383",9.38,"494,315","3,773,000",     83.20,0.31
3-06681-0399,1800 OCEAN PARKWAY,OCEAN PARKWAY-SOUTH,D4    -ELEVATOR,       83,1931,"76,000","      1,697,080",     22.33,"        594,320",7.82,"      1,102,760","      8,541,000",    112.38,3-07219-0015,2510 OCEAN PARKWAY,OCEAN PARKWAY-SOUTH,D1    -ELEVATOR,       63,1962,"62,115","1,419,328",     22.85,"656,556",10.57,"762,772","5,922,000",     95.34,1.14,3-06587-0027,1440 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,       60,1939,"    60,000","1,009,800",     16.83,"445,200",7.42,"564,600","4,155,000",     69.25,0.58,3-06637-0019,1628 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,      124,1928,"   109,200","2,438,436",     22.33,"1,128,036",10.33,"1,310,400","12,424,000",    113.77,0.25
3-06681-0415,1802 OCEAN PARKWAY,OCEAN PARKWAY-SOUTH,D4    -ELEVATOR,      113,1926,"105,000","      2,156,700",     20.54,"        638,400",6.08,"      1,518,300","     11,594,000",    110.42,3-06637-0016,1622 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,       58,1951,"45,350","919,698",     20.28,"425,383",9.38,"494,315","3,773,000",     83.20,0.31,3-06637-0019,1628 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,      124,1928,"   109,200","2,438,436",     22.33,"1,128,036",10.33," 1,310,400","12,424,000",    113.77,0.29,3-07158-0033,2245 OCEAN PARKWAY,OCEAN PARKWAY-SOUTH,D1    -ELEVATOR,       74,1958,"    67,620","1,367,276",     20.22,"632,923",9.36,"734,353","5,607,000",     82.92,0.7
3-06682-0013,1811 OCEAN PARKWAY,OCEAN PARKWAY-SOUTH,D4    -ELEVATOR,       82,1953,"87,600","      1,776,528",     20.28,"        710,436",8.11,"      1,066,092","      8,139,000",     92.91,3-06637-0016,1622 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,       58,1951,"45,350","919,698",     20.28,"425,383",9.38,"494,315","3,773,000",     83.20,0.33,3-06637-0019,1628 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,      124,1928,"   109,200","2,438,436",     22.33,"1,128,036",10.33," 1,310,400","12,424,000",    113.77,0.31,3-07158-0033,2245 OCEAN PARKWAY,OCEAN PARKWAY-SOUTH,D1    -ELEVATOR,       74,1958,"    67,620","1,367,276",     20.22,"632,923",9.36,"734,353","5,607,000",     82.92,0.69
3-06690-0045,800 EAST 17 STREET,FLATBUSH-CENTRAL,D4    -ELEVATOR,       27,1938,"25,560","        472,093",     18.47,"        212,404",8.31,"        259,690","      1,949,000",     76.25,3-06694-0055,1232 OCEAN AVENUE,FLATBUSH-CENTRAL,D1    -ELEVATOR,      108,1953,"94,200","1,687,122",     17.91,"779,976",8.28,"907,146","6,760,000",     71.76,0.16,3-06694-0001,1290 OCEAN AVENUE,FLATBUSH-CENTRAL,D1    -ELEVATOR,       60,1928,"    60,000","1,108,200",     18.47,"500,400",8.34,"607,800","4,565,000",     76.08,0.17,3-06701-0054,860 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       33,1963,"    28,700","595,238",     20.74,"318,857",11.11,"276,381","2,180,000",     75.96,0.13
3-06694-0046,1212 OCEAN AVENUE,FLATBUSH-CENTRAL,D4    -ELEVATOR,       48,1925,"48,700","        872,217",     17.91,"        261,519",5.37,"        610,698","      4,554,000",     93.51,3-06721-0082,1562 OCEAN AVENUE,MIDWOOD,D1    -ELEVATOR,       76,1926,"77,224","1,029,396",     13.33,"463,344",6.00,"566,052","3,911,000",     50.64,0.61,3-06694-0055,1232 OCEAN AVENUE,FLATBUSH-CENTRAL,D1    -ELEVATOR,      108,1953,"    94,200","1,687,122",     17.91,"779,976",8.28,"907,146","6,760,000",     71.76,0.05,3-06694-0001,1290 OCEAN AVENUE,FLATBUSH-CENTRAL,D1    -ELEVATOR,       60,1928,"    60,000","1,108,200",     18.47,"500,400",8.34,"607,800","4,565,000",     76.08,0.13
3-06694-0072,1280 OCEAN AVENUE,FLATBUSH-CENTRAL,D4    -ELEVATOR,       66,1935,"75,000","      1,170,750",     15.61,"        526,500",7.02,"        644,250","      4,654,000",     62.05,3-05152-0001,2102 BEVERLEY ROAD,FLATBUSH-CENTRAL,D1    -ELEVATOR,       75,1958,"62,272","1,062,983",     17.07,"632,684",10.16,"430,300","3,175,000",     50.99,0.94,3-05120-0021,200 EAST 17 STREET,FLATBUSH-CENTRAL,D1    -ELEVATOR,       60,1966,"    63,222","906,603",     14.34,"466,578",7.38,"440,025","3,106,000",     49.13,1.06,3-05089-0015,22 MARTENSE STREET,FLATBUSH-CENTRAL,D1    -ELEVATOR,       56,1962,"    65,296","1,019,271",     15.61,"387,205",5.93,"632,065","4,567,000",     69.94,1.37
3-06700-0026,920 EAST 17 STREET,MIDWOOD,D4    -ELEVATOR,      132,1948,"148,680","      2,746,120",     18.47,"      1,015,484",6.83,"      1,730,635","     12,983,000",     87.32,3-06701-0054,860 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       33,1963,"28,700","595,238",     20.74,"318,857",11.11,"276,381","2,180,000",     75.96,0.08,3-06694-0055,1232 OCEAN AVENUE,FLATBUSH-CENTRAL,D1    -ELEVATOR,      108,1953,"    94,200","1,687,122",     17.91,"779,976",8.28,"907,146","6,760,000",     71.76,0.26,3-06694-0001,1290 OCEAN AVENUE,FLATBUSH-CENTRAL,D1    -ELEVATOR,       60,1928,"    60,000","1,108,200",     18.47,"500,400",8.34,"607,800","4,565,000",     76.08,0.21
3-06700-0038,1615 AVENUE I,MIDWOOD,D4    -ELEVATOR,      132,1941,"148,680","      2,572,164",     17.30,"      1,028,866",6.92,"      1,543,298","     11,427,000",     76.86,3-06716-0042,1417 AVENUE K,MIDWOOD,D1    -ELEVATOR,       96,1926,"96,000","1,602,240",     16.69,"782,400",8.15,"819,840","6,022,000",     62.73,0.36,3-06694-0055,1232 OCEAN AVENUE,FLATBUSH-CENTRAL,D1    -ELEVATOR,      108,1953,"    94,200","1,687,122",     17.91,"779,976",8.28,"907,146","6,760,000",     71.76,0.29,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-06701-0047,1710 AVENUE H,MIDWOOD,D4    -ELEVATOR,       37,1937,"43,200","        824,688",     19.09,"        346,464",8.02,"        478,224","      3,614,000",     83.66,3-06721-0001,1921 AVENUE K,MIDWOOD,D1    -ELEVATOR,       67,1928,"50,400","1,057,896",     20.99,"468,720",9.30,"589,176","4,520,000",     89.68,0.48,3-06716-0075,1025 EAST 14 STREET,MIDWOOD,D1    -ELEVATOR,       35,1927,"    33,600","577,584",     17.19,"269,808",8.03,"307,776","2,276,000",     67.74,0.4,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-06701-0064,915 EAST 17 STREET,MIDWOOD,D4    -ELEVATOR,      114,1948,"136,800","      2,333,808",     17.06,"        956,232",6.99,"      1,377,576","     10,165,000",     74.31,3-06721-0001,1921 AVENUE K,MIDWOOD,D1    -ELEVATOR,       67,1928,"50,400","1,057,896",     20.99,"468,720",9.30,"589,176","4,520,000",     89.68,0.4,3-06716-0042,1417 AVENUE K,MIDWOOD,D1    -ELEVATOR,       96,1926,"    96,000","1,602,240",     16.69,"782,400",8.15,"819,840","6,022,000",     62.73,0.41,3-06731-0039,1280 EAST 12 STREET,MIDWOOD,D1    -ELEVATOR,       60,1938,"    65,500","1,117,430",     17.06,"335,360",5.12,"782,070","5,776,000",     88.18,0.77
3-06703-0067,1360 OCEAN AVENUE,MIDWOOD,D4    -ELEVATOR,       83,1927,"75,852","      1,265,970",     16.69,"        569,649",7.51,"        696,321","      5,114,000",     67.42,3-06737-0064,1705 ELM AVENUE,MIDWOOD,D1    -ELEVATOR,       81,1963,"84,984","1,663,987",     19.58,"1,001,961",11.79,"662,025","5,825,000",     68.54,0.71,3-07656-0061,1833 OCEAN AVENUE,MIDWOOD,D1    -ELEVATOR,       74,1953,"    75,712","1,122,809",     14.83,"325,562",4.30,"797,247","5,686,000",     75.10,0.85,3-06716-0042,1417 AVENUE K,MIDWOOD,D1    -ELEVATOR,       96,1926,"    96,000","1,602,240",     16.69,"782,400",8.15,"819,840","6,022,000",     62.73,0.47
3-06706-0014,918 EAST 14 STREET,MIDWOOD,D4    -ELEVATOR,       59,1928,"50,400","        904,176",     17.94,"        397,656",7.89,"        506,520","      3,780,000",     75.00,3-06739-0030,1233 EAST 19 STREET,MIDWOOD,D1    -ELEVATOR,       54,1960,"53,275","836,950",     15.71,"387,309",7.27,"449,641","3,844,000",     72.15,0.57,3-06747-0085,1333 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       65,1963,"    55,900","1,002,846",     17.94,"463,970",8.30,"538,876","4,600,000",     82.29,0.69,3-06766-0077,1555 EAST 19 STREET,MIDWOOD,D1    -ELEVATOR,       70,1963,"    66,960","1,219,342",     18.21,"700,402",10.46,"518,940","4,930,000",     73.63,1.1
3-06709-0001,1602 AVENUE I,MIDWOOD,D4    -ELEVATOR,      129,1941,"149,400","      2,493,486",     16.69,"      1,047,294",7.01,"      1,446,192","     10,621,000",     71.09,3-06737-0064,1705 ELM AVENUE,MIDWOOD,D1    -ELEVATOR,       81,1963,"84,984","1,663,987",     19.58,"1,001,961",11.79,"662,025","5,825,000",     68.54,0.58,3-06716-0042,1417 AVENUE K,MIDWOOD,D1    -ELEVATOR,       96,1926,"    96,000","1,602,240",     16.69,"782,400",8.15,"819,840","6,022,000",     62.73,0.29,3-06725-0001,1402 AVENUE K,MIDWOOD,D1    -ELEVATOR,       96,1928,"   108,000","1,559,520",     14.44,"721,440",6.68,"838,080","5,930,000",     54.91,0.32
3-06715-0062,1061 EAST 13 STREET,MIDWOOD,D4    -ELEVATOR,       48,1935,"50,100","        827,652",     16.52,"        372,243",7.43,"        455,409","      3,336,000",     66.59,3-06747-0085,1333 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       65,1963,"55,900","1,002,846",     17.94,"463,970",8.30,"538,876","4,600,000",     82.29,0.5,3-06761-0075,1547 EAST 14 STREET,MIDWOOD,D1    -ELEVATOR,       79,1964,"    78,000","1,262,820",     16.19,"751,920",9.64,"510,900","3,726,000",     47.77,0.82,3-06733-0029,1249 EAST 13 STREET,MIDWOOD,D1    -ELEVATOR,       71,1931,"    56,112","926,970",     16.52,"428,696",7.64,"498,275","3,650,000",     65.05,0.33
3-06730-0001,1680 OCEAN AVENUE,MIDWOOD,D4    -ELEVATOR,       65,1935,"68,400","      1,097,136",     16.04,"        482,904",7.06,"        614,232","      4,470,000",     65.35,3-06739-0030,1233 EAST 19 STREET,MIDWOOD,D1    -ELEVATOR,       54,1960,"53,275","836,950",     15.71,"387,309",7.27,"449,641","3,844,000",     72.15,0.06,3-06747-0085,1333 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       65,1963,"    55,900","1,002,846",     17.94,"463,970",8.30,"538,876","4,600,000",     82.29,0.23,3-06766-0051,2080 OCEAN AVENUE,MIDWOOD,D1    -ELEVATOR,       48,1956,"    44,600","715,384",     16.04,"357,692",8.02,"357,692","2,637,000",     59.13,0.7
3-06730-0059,1916 AVENUE K,MIDWOOD,D4    -ELEVATOR,       60,1954,"67,000","      1,334,640",     19.92,"        533,990",7.97,"        800,650","      6,095,000",     90.97,3-07656-0073,1865 OCEAN AVENUE,MIDWOOD,D1    -ELEVATOR,       92,1951,"75,222","1,452,537",     19.31,"697,308",9.27,"755,229","5,720,000",     76.04,0.46,3-06737-0064,1705 ELM AVENUE,MIDWOOD,D1    -ELEVATOR,       81,1963,"    84,984","1,663,987",     19.58,"1,001,961",11.79,"662,025","5,825,000",     68.54,0.3,3-06747-0073,1349 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       88,1961,"    81,720","1,708,765",     20.91,"790,232",9.67,"918,533","7,481,000",     91.54,0.39
3-06732-0045,1215 AVENUE M,MIDWOOD,D4    -ELEVATOR,       62,1965,"73,080","      1,246,745",     17.06,"        374,170",5.12,"        872,575","      6,442,000",     88.15,3-06707-0076,925 EAST 14 STREET,MIDWOOD,D1    -ELEVATOR,       69,1962,"64,782","1,373,378",     21.20,"549,351",8.48,"824,027","6,335,000",     97.79,0.61,3-06733-0029,1249 EAST 13 STREET,MIDWOOD,D1    -ELEVATOR,       71,1931,"    56,112","926,970",     16.52,"428,696",7.64,"498,275","3,650,000",     65.05,0.07,3-06731-0039,1280 EAST 12 STREET,MIDWOOD,D1    -ELEVATOR,       60,1938,"    65,500","1,117,430",     17.06,"335,360",5.12,"782,070","5,776,000",     88.18,0.05
3-06739-0006,1289 EAST 19 STREET,MIDWOOD,D4    -ELEVATOR,       52,1931,"60,036","      1,107,064",     18.44,"        420,852",7.01,"        686,211","      5,151,000",     85.80,3-06737-0064,1705 ELM AVENUE,MIDWOOD,D1    -ELEVATOR,       81,1963,"84,984","1,663,987",     19.58,"1,001,961",11.79,"662,025","5,825,000",     68.54,0.1,3-06747-0068,1375 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       65,1929,"    44,100","813,204",     18.44,"376,173",8.53,"437,031","3,278,000",     74.33,0.14,3-06737-0030,1280 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       48,1937,"    42,180","676,989",     16.05,"320,990",7.61,"355,999","2,591,000",     61.43,0.09
3-06746-0044,1701 AVENUE N,MIDWOOD,D4    -ELEVATOR,       84,1938,"90,000","      1,614,600",     17.94,"        726,300",8.07,"        888,300","      6,629,000",     73.66,3-06747-0085,1333 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       65,1963,"55,900","1,002,846",     17.94,"463,970",8.30,"538,876","4,600,000",     82.29,0.13,3-06748-0040,1854 OCEAN AVENUE,MIDWOOD,D1    -ELEVATOR,       60,1927,"    53,052","1,043,533",     19.67,"482,773",9.10,"560,760","4,322,000",     81.47,0.12,3-06748-0045,1866 OCEAN AVENUE,MIDWOOD,D1    -ELEVATOR,       60,1928,"    60,372","911,617",     15.10,"457,016",7.57,"454,601","3,917,000",     64.88,0.12
3-06747-0052,1801 AVENUE N,MIDWOOD,D4    -ELEVATOR,       59,1936,"64,320","      1,153,901",     17.94,"        519,062",8.07,"        634,838","      4,738,000",     73.66,3-06747-0085,1333 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       65,1963,"55,900","1,002,846",     17.94,"463,970",8.30,"538,876","4,600,000",     82.29,0.12,3-06747-0068,1375 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       65,1929,"    44,100","813,204",     18.44,"376,173",8.53,"437,031","3,278,000",     74.33,0.05,3-06748-0045,1866 OCEAN AVENUE,MIDWOOD,D1    -ELEVATOR,       60,1928,"    60,372","911,617",     15.10,"457,016",7.57,"454,601","3,917,000",     64.88,0.07
3-06748-0052,1901 AVENUE N,MIDWOOD,D4    -ELEVATOR,       54,1939,"53,333","        956,794",     17.94,"        430,397",8.07,"        526,397","      3,928,000",     73.65,3-06747-0085,1333 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       65,1963,"55,900","1,002,846",     17.94,"463,970",8.30,"538,876","4,600,000",     82.29,0.13,3-06747-0068,1375 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       65,1929,"    44,100","813,204",     18.44,"376,173",8.53,"437,031","3,278,000",     74.33,0.08,3-06748-0045,1866 OCEAN AVENUE,MIDWOOD,D1    -ELEVATOR,       60,1928,"    60,372","911,617",     15.10,"457,016",7.57,"454,601","3,917,000",     64.88,0.02
3-06754-0052,1485 EAST 16 STREET,MIDWOOD,D4    -ELEVATOR,       54,1938,"56,892","      1,020,642",     17.94,"        459,118",8.07,"        561,524","      4,190,000",     73.65,3-06747-0085,1333 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       65,1963,"55,900","1,002,846",     17.94,"463,970",8.30,"538,876","4,600,000",     82.29,0.32,3-06747-0068,1375 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       65,1929,"    44,100","813,204",     18.44,"376,173",8.53,"437,031","3,278,000",     74.33,0.26,3-06743-0044,1423 AVENUE N,MIDWOOD,D1    -ELEVATOR,       48,1931,"    57,600","854,784",     14.84,"436,032",7.57,"418,752","2,982,000",     51.77,0.2
3-06756-0001,1810 AVENUE N,MIDWOOD,D4    -ELEVATOR,       48,1935,"57,600","      1,033,344",     17.94,"        464,832",8.07,"        568,512","      4,243,000",     73.66,3-06747-0085,1333 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       65,1963,"55,900","1,002,846",     17.94,"463,970",8.30,"538,876","4,600,000",     82.29,0.16,3-06747-0068,1375 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       65,1929,"    44,100","813,204",     18.44,"376,173",8.53,"437,031","3,278,000",     74.33,0.09,3-06748-0045,1866 OCEAN AVENUE,MIDWOOD,D1    -ELEVATOR,       60,1928,"    60,372","911,617",     15.10,"457,016",7.57,"454,601","3,917,000",     64.88,0.09
3-06756-0006,1814 AVENUE N,MIDWOOD,D4    -ELEVATOR,       47,1935,"57,600","      1,033,344",     17.94,"        464,832",8.07,"        568,512","      4,243,000",     73.66,3-06747-0085,1333 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       65,1963,"55,900","1,002,846",     17.94,"463,970",8.30,"538,876","4,600,000",     82.29,0.16,3-06747-0068,1375 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       65,1929,"    44,100","813,204",     18.44,"376,173",8.53,"437,031","3,278,000",     74.33,0.09,3-06748-0045,1866 OCEAN AVENUE,MIDWOOD,D1    -ELEVATOR,       60,1928,"    60,372","911,617",     15.10,"457,016",7.57,"454,601","3,917,000",     64.88,0.07
3-06759-0034,1580 EAST 13 STREET,MIDWOOD,D4    -ELEVATOR,       84,1961,"80,600","      1,641,016",     20.36,"        755,222",9.37,"        885,794","      6,772,000",     84.02,3-06825-0037,2350 OCEAN AVENUE,MADISON,D3    -ELEVATOR,      110,1974,"130,842","2,663,943",     20.36,"985,240",7.53,"1,678,703","13,038,000",     99.65,0.62,3-06795-0075,1745 EAST 12 STREET,MADISON,D1    -ELEVATOR,       66,1959,"    61,000","1,207,800",     19.80,"553,880",9.08,"653,920","4,968,000",     81.44,0.28,3-06747-0073,1349 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       88,1961,"    81,720","1,708,765",     20.91,"790,232",9.67,"918,533","7,481,000",     91.54,0.5
3-06764-0020,1560 EAST 18 STREET,MIDWOOD,D4    -ELEVATOR,       53,1937,"53,550","        947,300",     17.69,"        473,918",8.85,"        473,382","      3,525,000",     65.83,3-06701-0054,860 EAST 18 STREET,MIDWOOD,D1    -ELEVATOR,       33,1963,"28,700","595,238",     20.74,"318,857",11.11,"276,381","2,180,000",     75.96,1.21,3-07334-0018,3380 NOSTRAND AVENUE,MADISON,D1    -ELEVATOR,       77,1963,"    64,000","1,132,160",     17.69,"579,200",9.05,"552,960","4,116,000",     64.31,1.03,3-06733-0029,1249 EAST 13 STREET,MIDWOOD,D1    -ELEVATOR,       71,1931,"    56,112","926,970",     16.52,"428,696",7.64,"498,275","3,650,000",     65.05,0.54
