Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles
1-01338-0012,321 EAST 45 STREET,MIDTOWN EAST,D4  -ELEVATOR,112,1960,"58,500","2,447,055",41.83,"798,525",13.65,"1,648,530","13,429,000",229.56,1-01320-0018,235 EAST 46 STREET,MIDTOWN EAST,D1  -ELEVATOR,63,1938,"49,914","2,006,044",40.19,"802,118",16.07,"1,203,926","9,817,000",196.68,0.15,1-01324-0042,214 EAST 51 STREET,MIDTOWN EAST,D1  -ELEVATOR,65,1927,"28,458","1,451,358",51.00,"430,570",15.13,"1,020,788","8,261,000",290.29,0.28,1-01329-0035,222 EAST 56 STREET,MIDTOWN EAST,D3  -ELEVATOR,60,1910,"30,635","1,281,462",41.83,"418,168",13.65,"863,294","7,032,000",229.54,0.51
1-01339-0012,333 EAST 46 STREET,MIDTOWN EAST,D4  -ELEVATOR,181,1959,"154,000","6,829,900",44.35,"2,528,680",16.42,"4,301,220","34,981,000",227.15,1-01338-0049,300 EAST 46 STREET,MIDTOWN EAST,D7  -ELEVATOR,176,1960,"191,613","8,971,321",46.82,"2,556,117",13.34,"6,415,203","45,717,000",238.59,0.05,1-01340-0001,884 2 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,262,1961,"290,001","11,631,940",40.11,"3,923,714",13.53,"7,708,227","61,531,000",212.18,0.05,1-01338-0040,320 EAST 46 STREET,MIDTOWN EAST,D6  -ELEVATOR,250,1981,"253,256","11,231,904",44.35,"4,158,464",16.42,"7,073,440","59,403,000",234.56,0.05
1-01341-0001,301 EAST 48 STREET,MIDTOWN EAST,D4  -ELEVATOR,203,1964,"251,925","12,727,251",50.52,"4,048,435",16.07,"8,678,816","70,236,000",278.80,1-01318-0022,825 2 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,249,1964,"210,810","10,645,905",50.50,"2,474,909",11.74,"8,170,996","66,121,000",313.65,0.24,1-01318-0019,245 EAST 44 STREET,MIDTOWN EAST,D6  -ELEVATOR,182,1986,"169,828","8,523,667",50.19,"3,462,793",20.39,"5,060,874","40,994,000",241.39,0.24,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01341-0044,310 EAST 49 STREET,MIDTOWN EAST,D4  -ELEVATOR,102,1959,"60,043","2,511,599",41.83,"819,587",13.65,"1,692,012","13,783,000",229.55,1-01320-0018,235 EAST 46 STREET,MIDTOWN EAST,D1  -ELEVATOR,63,1938,"49,914","2,006,044",40.19,"802,118",16.07,"1,203,926","9,817,000",196.68,0.17,1-01329-0035,222 EAST 56 STREET,MIDTOWN EAST,D3  -ELEVATOR,60,1910,"30,635","1,281,462",41.83,"418,168",13.65,"863,294","7,032,000",229.54,0.37,1-01437-0041,330 EAST 63 STREET,UPPER EAST SIDE (59-79),D1  -ELEVATOR,90,1949,"70,992","3,087,442",43.49,"966,201",13.61,"2,121,241","17,264,000",243.18,0.69
1-01342-0023,349 EAST 49 STREET,MIDTOWN EAST,D4  -ELEVATOR,107,1940,"106,000","4,737,140",44.69,"2,118,940",19.99,"2,618,200","21,293,000",200.88,1-01343-0049,956 2 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,121,1959,"115,860","5,856,723",50.55,"2,349,641",20.28,"3,507,082","28,377,000",244.92,0.05,1-01342-0012,333 EAST 49 STREET,MIDTOWN EAST,D3  -ELEVATOR,204,1965,"191,762","8,226,590",42.90,"3,378,846",17.62,"4,847,743","39,467,000",205.81,0,1-01337-0006,307 EAST 44 STREET,MIDTOWN EAST,D6  -ELEVATOR,318,1929,"186,255","8,323,736",44.69,"3,723,237",19.99,"4,600,499","37,418,000",200.90,0.25
1-01342-0037,336 EAST 50 STREET,MIDTOWN EAST,D4  -ELEVATOR,24,1960,"13,872","587,340",42.34,"180,891",13.04,"406,450","3,311,000",238.68,1-01344-0020,347 EAST 51 STREET,MIDTOWN EAST,D3  -ELEVATOR,22,1950,"11,130","600,464",53.95,"157,490",14.15,"442,974","3,574,000",321.11,0.1,1-01321-0038,224 EAST 48 STREET,MIDTOWN EAST,D1  -ELEVATOR,25,1928,"15,402","652,121",42.34,"200,842",13.04,"451,279","3,676,000",238.67,0.17,1-01347-0007,315 EAST 54 STREET,MIDTOWN EAST,D3  -ELEVATOR,39,1955,"20,000","827,000",41.35,"304,600",15.23,"522,400","4,254,000",212.70,0.25
1-01342-0042,324 EAST 50 STREET,MIDTOWN EAST,C6  -WALK-UP,24,1902,"17,076","919,030",53.82,"323,761",18.96,"595,269","4,802,000",281.21,1-01346-0040,330 EAST 54 STREET,MIDTOWN EAST,C5  -WALK-UP,17,1910,"11,409","509,982",44.70,"198,973",17.44,"311,009","2,529,000",221.67,0.2,1-01325-0036,234 EAST 52 STREET,MIDTOWN EAST,C5  -WALK-UP,28,1913,"14,256","781,942",54.85,"317,481",22.27,"464,460","3,743,000",262.56,0.17,1-00943-0057,302 EAST 38 STREET,KIPS BAY,C5  -WALK-UP,50,1910,"19,215","1,034,151",53.82,"364,316",18.96,"669,835","5,404,000",281.24,0.59
1-01343-0016,337 EAST 50 STREET,MIDTOWN EAST,D4  -ELEVATOR,26,1960,"20,400","844,968",41.42,"276,216",13.54,"568,752","4,633,000",227.11,1-01344-0020,347 EAST 51 STREET,MIDTOWN EAST,D3  -ELEVATOR,22,1950,"11,130","461,005",41.42,"150,700",13.54,"310,304","3,574,000",321.11,0.05,1-01362-0012,20 BEEKMAN PLACE,MIDTOWN EAST,D3  -ELEVATOR,79,1957,"98,808","4,190,447",42.41,"1,687,641",17.08,"2,502,807","15,253,000",154.37,0.12,1-01343-0005,307 EAST 50 STREET,MIDTOWN EAST,D3  -ELEVATOR,111,1962,"71,137","2,847,614",40.03,"1,022,950",14.38,"1,824,664","12,191,000",171.37,0
1-01344-0018,343 EAST 51 STREET,MIDTOWN EAST,D4  -ELEVATOR,40,1942,"21,000","889,140",42.34,"273,840",13.04,"615,300","5,012,000",238.67,1-01347-0034,342 EAST 55 STREET,MIDTOWN EAST,D5  -ELEVATOR,26,1930,"13,000","582,660",44.82,"148,200",11.40,"434,460","3,533,000",271.77,0.15,1-01321-0038,224 EAST 48 STREET,MIDTOWN EAST,D1  -ELEVATOR,25,1928,"15,402","652,121",42.34,"200,842",13.04,"451,279","3,676,000",238.67,0.24,1-01347-0007,315 EAST 54 STREET,MIDTOWN EAST,D3  -ELEVATOR,39,1955,"20,000","827,000",41.35,"304,600",15.23,"522,400","4,254,000",212.70,0.15
1-01345-0005,301 EAST 52 STREET,MIDTOWN EAST,D4  -ELEVATOR,16,1979,"28,158","1,240,078",44.04,"413,359",14.68,"826,719","6,729,000",238.97,1-00888-0055,142 EAST 33 STREET,MURRAY HILL,D1  -ELEVATOR,48,1927,"26,280","1,227,276",46.70,"375,278",14.28,"851,998","6,074,000",231.13,1.03,1-01509-0066,104 EAST 81 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,48,1900,"40,632","1,789,433",44.04,"596,478",14.68,"1,192,956","8,758,000",215.54,1.44,1-01512-0044,15O EAST 84 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,64,1929,"36,935","1,586,728",42.96,"386,340",10.46,"1,200,388","11,123,000",301.15,1.57
1-01345-0017,345 EAST 52 STREET,MIDTOWN EAST,D4  -ELEVATOR,116,1959,"93,000","3,703,260",39.82,"1,592,160",17.12,"2,111,100","17,211,000",185.06,1-01366-0047,994 1 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,132,1956,"111,792","5,251,988",46.98,"1,987,662",17.78,"3,264,326","26,508,000",237.12,0.17,1-01366-0039,412 EAST 55 STREET,MIDTOWN EAST,D3  -ELEVATOR,87,1956,"89,400","2,905,500",32.50,"1,441,128",16.12,"1,464,372","11,905,000",133.17,0.17,1-01350-0040,320 EAST 58 STREET,MIDTOWN EAST,D6  -ELEVATOR,128,1961,"109,350","4,354,317",39.82,"1,872,072",17.12,"2,482,245","20,239,000",185.08,0.25
1-01345-0031,342 EAST 53 STREET,MIDTOWN EAST,D4  -ELEVATOR,51,1939,"32,000","1,529,920",47.81,"470,720",14.71,"1,059,200","8,593,000",268.53,1-01344-0020,347 EAST 51 STREET,MIDTOWN EAST,D3  -ELEVATOR,22,1950,"11,130","566,183",50.87,"180,640",16.23,"385,543","3,574,000",321.11,0.05,1-01324-0042,214 EAST 51 STREET,MIDTOWN EAST,D1  -ELEVATOR,65,1927,"28,458","1,360,577",47.81,"418,617",14.71,"941,960","8,261,000",290.29,0.17,1-01321-0038,224 EAST 48 STREET,MIDTOWN EAST,D1  -ELEVATOR,25,1928,"15,402","717,579",46.59,"271,999",17.66,"445,580","3,676,000",238.67,0.29
1-01345-0037,334 EAST 53 STREET,MIDTOWN EAST,C6  -WALK-UP,19,1910,"7,825","447,434",57.18,"148,675",19.00,"298,759","2,402,000",306.96,1-01325-0036,234 EAST 52 STREET,MIDTOWN EAST,C5  -WALK-UP,28,1913,"14,256","781,942",54.85,"317,481",22.27,"464,460","3,743,000",262.56,0.15,1-01460-0011,417 EAST 65 STREET,UPPER EAST SIDE (59-79),C1  -WALK-UP,30,1910,"15,600","928,356",59.51,"245,388",15.73,"682,968","5,479,000",351.22,0.66,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01345-0038,332 EAST 53 STREET,MIDTOWN EAST,C6  -WALK-UP,17,1910,"7,825","365,741",46.74,"122,931",15.71,"242,810","1,972,000",252.01,1-01320-0121,241 EAST 46 STREET,MIDTOWN EAST,C4  -WALK-UP,16,1900,"6,572","307,044",46.72,"99,500",15.14,"207,544","1,446,000",220.02,0.33,1-01347-0040,322 EAST 55 STREET,MIDTOWN EAST,C5  -WALK-UP,17,1950,"7,500","377,475",50.33,"117,825",15.71,"259,650","1,901,000",253.47,0.1,1-01326-0019,247 EAST 52 STREET,MIDTOWN EAST,C5  -WALK-UP,18,1965,"8,125","379,763",46.74,"127,644",15.71,"252,119","2,109,000",259.57,0.14
1-01346-0014,333 EAST 53 STREET,MIDTOWN EAST,D4  -ELEVATOR,163,1930,"118,694","4,204,141",35.42,"1,706,820",14.38,"2,497,322","20,343,000",171.39,1-01362-0012,20 BEEKMAN PLACE,MIDTOWN EAST,D3  -ELEVATOR,79,1957,"98,808","3,474,089",35.16,"1,601,678",16.21,"1,872,412","15,253,000",154.37,0.19,1-01343-0005,307 EAST 50 STREET,MIDTOWN EAST,D3  -ELEVATOR,111,1962,"71,137","2,519,673",35.42,"1,022,950",14.38,"1,496,722","12,191,000",171.37,0.15,1-01437-0041,330 EAST 63 STREET,UPPER EAST SIDE (59-79),D1  -ELEVATOR,90,1949,"70,992","3,087,442",43.49,"966,201",13.61,"2,121,241","17,264,000",243.18,0.45
1-01346-0020,347 EAST 53 STREET,MIDTOWN EAST,D4  -ELEVATOR,44,1961,"39,000","1,640,730",42.07,"609,570",15.63,"1,031,160","8,400,000",215.38,1-01366-0039,412 EAST 55 STREET,MIDTOWN EAST,D3  -ELEVATOR,87,1956,"89,400","3,761,058",42.07,"1,397,322",15.63,"2,363,736","11,905,000",133.17,0.15,1-01346-0023,965 1 AVENUE,MIDTOWN EAST,D7  -ELEVATOR,42,1934,"38,934","1,604,081",41.20,"554,031",14.23,"1,050,050","8,454,000",217.14,0,1-01343-0049,956 2 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,121,1959,"115,860","5,054,972",43.63,"1,679,970",14.50,"3,375,002","28,377,000",244.92,0.15
1-01346-0039,332 EAST 54 STREET,MIDTOWN EAST,C6  -WALK-UP,20,1910,"7,550","402,415",53.30,"121,102",16.04,"281,313","2,271,000",300.79,1-01347-0040,322 EAST 55 STREET,MIDTOWN EAST,C5  -WALK-UP,17,1950,"7,500","426,675",56.89,"120,300",16.04,"306,375","1,901,000",253.47,0.05,1-01320-0121,241 EAST 46 STREET,MIDTOWN EAST,C4  -WALK-UP,16,1900,"6,572","350,222",53.29,"101,603",15.46,"248,619","1,446,000",220.02,0.37,1-01326-0019,247 EAST 52 STREET,MIDTOWN EAST,C5  -WALK-UP,18,1965,"8,125","433,063",53.30,"130,325",16.04,"302,738","2,109,000",259.57,0.15
1-01346-0049,300 EAST 54 STREET,MIDTOWN EAST,D4  -ELEVATOR,367,1977,"300,080","16,339,356",54.45,"5,332,422",17.77,"11,006,934","88,794,000",295.90,1-01365-0009,420 EAST 54 STREET,MIDTOWN EAST,D7  -ELEVATOR,396,1982,"445,735","27,653,399",62.04,"5,536,029",12.42,"22,117,371",168163000,377.27,0.14,1-01349-0014,333 EAST 56 STREET,MIDTOWN EAST,D8  -ELEVATOR,227,1982,"239,874","13,061,139",54.45,"4,262,561",17.77,"8,798,578","53,863,000",224.55,0.15,1-01346-0010,319 EAST 53 STREET,MIDTOWN EAST,D6  -ELEVATOR,31,1926,"25,040","1,340,391",53.53,"385,616",15.40,"954,775","6,980,000",278.75,0
1-01347-0009,321 EAST 54 STREET,MIDTOWN EAST,D4  -ELEVATOR,102,1929,"58,377","2,642,143",45.26,"714,534",12.24,"1,927,609","15,677,000",268.55,1-01437-0041,330 EAST 63 STREET,UPPER EAST SIDE (59-79),D1  -ELEVATOR,90,1949,"70,992","3,087,442",43.49,"966,201",13.61,"2,121,241","17,264,000",243.18,0.4,1-01439-0042,320 EAST 65 STREET,UPPER EAST SIDE (59-79),D3  -ELEVATOR,71,1930,"58,325","2,742,442",47.02,"633,993",10.87,"2,108,449","17,122,000",293.56,0.5,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01347-0018,345 EAST 54 STREET,MIDTOWN EAST,D4  -ELEVATOR,59,1960,"37,732","1,578,330",41.83,"425,994",11.29,"1,152,335","9,386,000",248.75,1-01329-0035,222 EAST 56 STREET,MIDTOWN EAST,D3  -ELEVATOR,60,1910,"30,635","1,281,462",41.83,"418,168",13.65,"863,294","7,032,000",229.54,0.15,1-01320-0018,235 EAST 46 STREET,MIDTOWN EAST,D1  -ELEVATOR,63,1938,"49,914","2,006,044",40.19,"802,118",16.07,"1,203,926","9,817,000",196.68,0.42,1-01379-0066,4 EAST 65 STREET,UPPER EAST SIDE (59-79),D3  -ELEVATOR,20,1915,"22,344","978,891",43.81,"392,584",17.57,"586,307","4,772,000",213.57,0.73
1-01347-0044,310 EAST 55 STREET,MIDTOWN EAST,D4  -ELEVATOR,82,1932,"62,287","2,772,394",44.51,"1,029,604",16.53,"1,742,790","14,187,000",227.77,1-01347-0034,342 EAST 55 STREET,MIDTOWN EAST,D5  -ELEVATOR,26,1930,"13,000","543,530",41.81,"159,250",12.25,"384,280","3,533,000",271.77,0,1-01320-0018,235 EAST 46 STREET,MIDTOWN EAST,D1  -ELEVATOR,63,1938,"49,914","2,170,760",43.49,"825,078",16.53,"1,345,681","9,817,000",196.68,0.42,1-01347-0014,333 EAST 54 STREET,MIDTOWN EAST,D3  -ELEVATOR,49,1950,"26,810","1,374,281",51.26,"555,503",20.72,"818,777","7,298,000",272.21,0
1-01348-0016,333 EAST 55 STREET,MIDTOWN EAST,D4  -ELEVATOR,114,1962,"108,131","4,692,885",43.40,"1,454,362",13.45,"3,238,523","26,356,000",243.74,1-01350-0040,320 EAST 58 STREET,MIDTOWN EAST,D6  -ELEVATOR,128,1961,"109,350","4,354,317",39.82,"1,872,072",17.12,"2,482,245","20,239,000",185.08,0.1,1-01366-0047,994 1 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,132,1956,"111,792","5,251,988",46.98,"1,987,662",17.78,"3,264,326","26,508,000",237.12,0.15,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01349-0008,313 EAST 56 STREET,MIDTOWN EAST,C6  -WALK-UP,14,1901,"11,125","609,873",54.82,"193,464",17.39,"416,409","3,357,000",301.75,1-01347-0040,322 EAST 55 STREET,MIDTOWN EAST,C5  -WALK-UP,17,1950,"7,500","407,175",54.29,"171,525",22.87,"235,650","1,901,000",253.47,0.1,1-01325-0036,234 EAST 52 STREET,MIDTOWN EAST,C5  -WALK-UP,28,1913,"14,256","781,942",54.85,"317,481",22.27,"464,460","3,743,000",262.56,0.28,1-01441-0035,336 EAST 67 STREET,UPPER EAST SIDE (59-79),C1  -WALK-UP,24,1920,"17,286","947,619",54.82,"300,604",17.39,"647,015","5,215,000",301.69,0.5
1-01349-0009,315 EAST 56 STREET,MIDTOWN EAST,D4  -ELEVATOR,55,1950,"45,000","2,088,900",46.42,"712,800",15.84,"1,376,100","11,182,000",248.49,1-01347-0014,333 EAST 54 STREET,MIDTOWN EAST,D3  -ELEVATOR,49,1950,"26,810","1,375,889",51.32,"526,548",19.64,"849,341","7,298,000",272.21,0.1,1-01347-0007,315 EAST 54 STREET,MIDTOWN EAST,D3  -ELEVATOR,39,1955,"20,000","901,400",45.07,"333,600",16.68,"567,800","4,254,000",212.70,0.1,1-01344-0020,347 EAST 51 STREET,MIDTOWN EAST,D3  -ELEVATOR,22,1950,"11,130","516,655",46.42,"176,299",15.84,"340,355","3,574,000",321.11,0.24
1-01349-0032,350 EAST 57 STREET,MIDTOWN EAST,D4  -ELEVATOR,34,1932,"75,512","3,733,313",49.44,"1,415,850",18.75,"2,317,463","18,786,000",248.78,1-01512-0044,15O EAST 84 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,64,1929,"36,935","1,785,807",48.35,"536,666",14.53,"1,249,142","11,123,000",301.15,1.38,1-01509-0066,104 EAST 81 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,48,1900,"40,632","2,008,846",49.44,"761,850",18.75,"1,246,996","8,758,000",215.54,1.25,1-00888-0055,142 EAST 33 STREET,MURRAY HILL,D1  -ELEVATOR,48,1927,"26,280","1,368,925",52.09,"482,238",18.35,"886,687","6,074,000",231.13,1.22
1-01349-0041,322 EAST 57 STREET,MIDTOWN EAST,D4  -ELEVATOR,21,1930,"93,096","4,107,396",44.12,"1,314,516",14.12,"2,792,880","22,715,000",244.00,1-01343-0036,340 EAST 51 STREET,MIDTOWN EAST,D3  -ELEVATOR,116,1965,"88,658","3,439,044",38.79,"1,508,959",17.02,"1,930,085","24,640,000",277.92,0.3,1-01311-0028,141 EAST 56 STREET,MIDTOWN CBD,D6  -ELEVATOR,115,1940,"107,485","5,314,058",49.44,"1,987,398",18.49,"3,326,661","26,972,000",250.94,0.26,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01349-0044,320 EAST 57 STREET,MIDTOWN EAST,D4  -ELEVATOR,96,1928,"110,000","5,099,600",46.36,"1,999,800",18.18,"3,099,800","25,189,000",228.99,1-01347-0034,342 EAST 55 STREET,MIDTOWN EAST,D5  -ELEVATOR,26,1930,"13,000","561,080",43.16,"164,710",12.67,"396,370","3,533,000",271.77,0.1,1-01347-0014,333 EAST 54 STREET,MIDTOWN EAST,D3  -ELEVATOR,49,1950,"26,810","1,410,474",52.61,"566,763",21.14,"843,711","7,298,000",272.21,0.1,1-01347-0007,315 EAST 54 STREET,MIDTOWN EAST,D3  -ELEVATOR,39,1955,"20,000","927,200",46.36,"363,600",18.18,"563,600","4,254,000",212.70,0.1
1-01350-0001,1084 2 AVENUE,MIDTOWN EAST,D4  -ELEVATOR,374,1968,"539,027","24,735,949",45.89,"8,764,579",16.26,"15,971,370","129,785,000",240.78,1-01348-0049,300 EAST 56 STREET,MIDTOWN EAST,D6  -ELEVATOR,448,1975,"580,480","31,885,766",54.93,"13,432,307",23.14,"18,453,459",148727000,256.21,0.1,1-01418-0021,1201 2 AVENUE,UPPER EAST SIDE (59-79),D6  -ELEVATOR,547,1963,"566,083","25,603,934",45.23,"8,876,181",15.68,"16,727,753",136045000,240.33,0.32,1-01484-0026,530 EAST 73 STREET,UPPER EAST SIDE (59-79),D8  -ELEVATOR,414,1986,"583,731","26,787,416",45.89,"9,491,466",16.26,"17,295,950",140547000,240.77,0.79
1-01350-0011,317 EAST 57 STREET,MIDTOWN EAST,D4  -ELEVATOR,62,1929,"92,593","3,279,644",35.42,"1,475,932",15.94,"1,803,712","14,694,000",158.69,1-01362-0012,20 BEEKMAN PLACE,MIDTOWN EAST,D3  -ELEVATOR,79,1957,"98,808","3,474,089",35.16,"1,601,678",16.21,"1,872,412","15,253,000",154.37,0.37,1-01437-0041,330 EAST 63 STREET,UPPER EAST SIDE (59-79),D1  -ELEVATOR,90,1949,"70,992","3,087,442",43.49,"966,201",13.61,"2,121,241","17,264,000",243.18,0.25,1-01343-0005,307 EAST 50 STREET,MIDTOWN EAST,D3  -ELEVATOR,111,1962,"71,137","2,519,673",35.42,"1,022,950",14.38,"1,496,722","12,191,000",171.37,0.35
1-01350-0014,333 EAST 57 STREET,MIDTOWN EAST,D4  -ELEVATOR,37,1928,"105,000","4,309,200",41.04,"1,500,450",14.29,"2,808,750","22,880,000",217.90,1-01311-0028,141 EAST 56 STREET,MIDTOWN CBD,D6  -ELEVATOR,115,1940,"107,485","5,314,058",49.44,"1,987,398",18.49,"3,326,661","26,972,000",250.94,0.26,1-01447-0005,311 EAST 72 STREET,UPPER EAST SIDE (59-79),D9  -ELEVATOR,131,1929,"121,234","4,975,443",41.04,"1,732,434",14.29,"3,243,010","26,420,000",217.93,0.74,1-01011-0013,145 WEST 58 STREET,MIDTOWN WEST,D7  -ELEVATOR,111,1928,"122,813","4,955,505",40.35,"2,290,462",18.65,"2,665,042","26,272,000",213.92,0.87
1-01350-0020,345 EAST 57 STREET,MIDTOWN EAST,D4  -ELEVATOR,60,1928,"89,349","3,506,055",39.24,"1,440,306",16.12,"2,065,749","16,841,000",188.49,1-01347-0034,342 EAST 55 STREET,MIDTOWN EAST,D5  -ELEVATOR,26,1930,"13,000","509,600",39.20,"142,480",10.96,"367,120","3,533,000",271.77,0.15,1-01455-0013,419 EAST 60TH STREET,UPPER EAST SIDE (59-79),D8  -ELEVATOR,234,2001,"307,000","12,046,680",39.24,"4,948,840",16.12,"7,097,840","73,673,000",239.98,0.2,1-01347-0014,333 EAST 54 STREET,MIDTOWN EAST,D3  -ELEVATOR,49,1950,"26,810","1,304,038",48.64,"520,650",19.42,"783,388","7,298,000",272.21,0.15
1-01350-0031,346 EAST 58 STREET,MIDTOWN EAST,C6  -WALK-UP,20,1910,"12,805","530,767",41.45,"160,831",12.56,"369,936","3,013,000",235.30,1-01346-0040,330 EAST 54 STREET,MIDTOWN EAST,C5  -WALK-UP,17,1910,"11,409","509,982",44.70,"198,973",17.44,"311,009","2,529,000",221.67,0.2,1-01326-0019,247 EAST 52 STREET,MIDTOWN EAST,C5  -WALK-UP,18,1965,"8,125","323,294",39.79,"64,675",7.96,"258,619","2,109,000",259.57,0.29,1-01440-0018,339 EAST 65 STREET,UPPER EAST SIDE (59-79),C5  -WALK-UP,15,1910,"9,375","388,594",41.45,"117,750",12.56,"270,844","2,206,000",235.31,0.39
1-01351-0001,1110 2 AVENUE,MIDTOWN EAST,D4  -ELEVATOR,216,1974,"330,828","16,458,693",49.75,"6,547,086",19.79,"9,911,607","80,282,000",242.67,1-01332-0029,240 EAST 59 STREET,MIDTOWN EAST,D6  -ELEVATOR,167,1983,"324,212","13,600,693",41.95,"5,427,309",16.74,"8,173,385","66,595,000",205.41,0.14,1-01365-0009,420 EAST 54 STREET,MIDTOWN EAST,D7  -ELEVATOR,396,1982,"445,735","27,662,314",62.06,"6,632,537",14.88,"21,029,777",168163000,377.27,0.29,1-01364-0034,422 EAST 53 STREET,MIDTOWN EAST,D6  -ELEVATOR,295,1974,"312,417","15,542,746",49.75,"6,182,732",19.79,"9,360,013","75,796,000",242.61,0.33
1-01351-0017,339 EAST 58 STREET,MIDTOWN EAST,D4  -ELEVATOR,102,1930,"77,102","3,433,352",44.53,"1,297,627",16.83,"2,135,725","17,369,000",225.27,1-01347-0034,342 EAST 55 STREET,MIDTOWN EAST,D5  -ELEVATOR,26,1930,"13,000","578,370",44.49,"151,580",11.66,"426,790","3,533,000",271.77,0.2,1-01416-0012,223 EAST 61 STREET,UPPER EAST SIDE (59-79),D1  -ELEVATOR,48,1942,"39,510","1,874,750",47.45,"646,779",16.37,"1,227,971","7,770,000",196.66,0.2,1-01455-0013,419 EAST 60TH STREET,UPPER EAST SIDE (59-79),D8  -ELEVATOR,234,2001,"307,000","13,670,710",44.53,"5,166,810",16.83,"8,503,900","73,673,000",239.98,0.17
1-01360-9001,860 UNITED NATIONS PLAZA,MIDTOWN EAST,D4  -ELEVATOR,167,1967,"443,522","19,816,563",44.68,"6,745,970",15.21,"13,070,593","106,302,000",239.68,1-01455-0013,419 EAST 60TH STREET,UPPER EAST SIDE (59-79),D8  -ELEVATOR,234,2001,"307,000","12,436,570",40.51,"4,396,240",14.32,"8,040,330","73,673,000",239.98,0.59,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3  -ELEVATOR,210,1964,"258,394","14,984,268",57.99,"5,206,639",20.15,"9,777,629","52,173,000",201.91,1.4,1-01425-0005,211 EAST 70 STREET,UPPER EAST SIDE (59-79),D6  -ELEVATOR,274,1975,"488,474","21,825,018",44.68,"7,146,375",14.63,"14,678,644",108272000,221.65,1.11
